species,hemisphere,grid,longitude,latitude,region,region_close,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19
macloviana,NH,27266,-120.75,49.25,2,2,24.3055555555556,110.972222222222,33.3055555555556,7473.77777777778,205.611111111111,-122.194444444444,327.805555555556,-64.0277777777778,101.166666666667,119.194444444444,-71.6666666666667,618.805555555556,90.0833333333333,33.0833333333333,37.0277777777778,251.055555555556,105.861111111111,109.111111111111,230.166666666667
macloviana,NH,27273,-117.25,49.25,2,2,33.3611111111111,101.083333333333,30.1388888888889,7651.91666666667,222.638888888889,-106.638888888889,329.277777777778,-54.0833333333333,129.027777777778,132.694444444444,-60.8055555555556,814.527777777778,104.972222222222,42.6944444444444,29.6666666666667,298.555555555556,135.694444444444,158,274.583333333333
macloviana,NH,26410,-114.75,50.25,2,2,-3.05555555555556,123.277777777778,32.75,7946.5,187.361111111111,-183.666666666667,371.027777777778,34.2222222222222,-18,96.6388888888889,-103.138888888889,659.138888888889,87.1388888888889,38.8333333333333,23.25,215.277777777778,133.611111111111,193.666666666667,156.166666666667
macloviana,NH,26394,-122.75,50.25,2,2,30.8888888888889,98.3888888888889,30.7777777777778,6950.27777777778,201.666666666667,-112.75,314.416666666667,-50.0555555555556,119.194444444444,119.861111111111,-55.25,868.305555555556,126.5,40.1388888888889,41.8333333333333,359.888888888889,131.5,132.916666666667,327.666666666667
macloviana,NH,25965,-114.75,50.75,2,2,-0.666666666666667,124.888888888889,32.3611111111111,8300.69444444445,190.722222222222,-189.361111111111,380.083333333333,74.0277777777778,-42.6944444444444,102.861111111111,-106.611111111111,597.111111111111,89.1666666666667,31.9444444444444,32.0277777777778,214.805555555556,106.138888888889,200.333333333333,123.944444444444
macloviana,NH,25964,-115.25,50.75,2,2,-14.9722222222222,118.194444444444,31.8333333333333,8012.27777777778,174.361111111111,-192.805555555556,367.166666666667,42.9444444444444,-41.1388888888889,85.7222222222222,-115.694444444444,644.305555555556,86,38.3055555555556,24.1666666666667,211.972222222222,130.944444444444,195.611111111111,150.916666666667
macloviana,NH,25951,-121.75,50.75,2,2,34.2777777777778,102.888888888889,30.9722222222222,7579.02777777778,209.638888888889,-118,327.638888888889,-56.1388888888889,4.66666666666667,131.555555555556,-61.4166666666667,456.583333333333,55.0555555555556,24.4166666666667,24,153,85.6666666666667,114.722222222222,143.666666666667
macloviana,NH,25511,-116.25,51.25,2,2,-15.3055555555556,111.722222222222,30.9444444444444,7827.63888888889,173.722222222222,-182.638888888889,356.361111111111,43.9166666666667,-66.1388888888889,83.9166666666667,-113.944444444444,670.138888888889,78.6388888888889,40.1944444444444,19.6666666666667,205.638888888889,130.138888888889,203.111111111111,168.194444444444
macloviana,NH,25050,-115.75,51.75,2,2,-20.8055555555556,120.333333333333,31.6944444444444,8070.80555555556,168.611111111111,-204.555555555556,373.166666666667,61.7222222222222,-69.8333333333333,80.4166666666667,-123.416666666667,611.583333333333,90.1666666666667,30.3055555555556,36.8611111111111,233.333333333333,104.916666666667,230.638888888889,112.111111111111
macloviana,NH,25052,-114.75,51.75,2,2,15.4166666666667,134.083333333333,32.9722222222222,9261.94444444445,213.333333333333,-189.777777777778,403.111111111111,112.277777777778,-39.1388888888889,129.222222222222,-108.055555555556,516.75,90.5555555555556,19.8611111111111,54.2222222222222,230.5,68.75,226.916666666667,73.6944444444444
macloviana,NH,25048,-116.75,51.75,2,2,-21.2222222222222,107.555555555556,30.3888888888889,7811.80555555556,164.138888888889,-183.666666666667,347.805555555556,61.2222222222222,-68.75,78,-120.444444444444,701.694444444444,80.2777777777778,42.1666666666667,21.25,224.611111111111,132.055555555556,222.805555555556,173.777777777778
macloviana,NH,25041,-120.25,51.75,2,2,30.5555555555556,106.527777777778,30,7961.55555555556,213.694444444444,-134.833333333333,348.527777777778,-54.2222222222222,14.1111111111111,131.194444444444,-72.6944444444444,665.916666666667,73.9166666666667,35.4722222222222,18.4166666666667,202.083333333333,126.138888888889,178.611111111111,189.444444444444
macloviana,NH,24577,-115.75,52.25,2,2,0.361111111111111,135.25,33,8633.36111111111,198.277777777778,-205.944444444444,404.222222222222,98.5555555555556,-62.8888888888889,106.472222222222,-113.444444444444,580.555555555556,96.7222222222222,20.9722222222222,52.9166666666667,257.138888888889,80.8888888888889,256.388888888889,82.6388888888889
macloviana,NH,24577,-115.75,52.25,2,2,0.361111111111111,135.25,33,8633.36111111111,198.277777777778,-205.944444444444,404.222222222222,98.5555555555556,-62.8888888888889,106.472222222222,-113.444444444444,580.555555555556,96.7222222222222,20.9722222222222,52.9166666666667,257.138888888889,80.8888888888889,256.388888888889,82.6388888888889
macloviana,NH,24575,-116.75,52.25,2,2,-27.6111111111111,110.25,31.1666666666667,7799.44444444444,156.027777777778,-192.833333333333,348.861111111111,70.8888888888889,-79.1944444444444,70.8888888888889,-126.666666666667,648,85.5,32.9166666666667,33,243.444444444444,111.75,243.444444444444,129.138888888889
macloviana,NH,24086,-125.25,52.75,2,2,7.38888888888889,121.166666666667,35,7542.13888888889,183.805555555556,-157.416666666667,341.222222222222,-82,-1.97222222222222,101.361111111111,-91.7777777777778,500.777777777778,58.8333333333333,22.0277777777778,27.5,168.472222222222,80,125.888888888889,148.638888888889
macloviana,NH,24103,-116.75,52.75,2,2,-4.55555555555556,123.916666666667,32.6944444444444,8307.88888888889,187.333333333333,-185.638888888889,372.972222222222,98.4722222222222,-55.8888888888889,98.4722222222222,-113.111111111111,585.722222222222,95.1111111111111,22.25,50.3888888888889,259.611111111111,84.6944444444444,259.611111111111,90.0555555555556
macloviana,NH,24102,-117.25,52.75,2,2,-25.6944444444444,109.777777777778,31.6944444444444,7880.75,154.694444444444,-186.611111111111,341.305555555556,73.4444444444444,-77.3888888888889,73.4444444444444,-126.833333333333,608.944444444444,89.4444444444444,27.8611111111111,40.4444444444444,247.638888888889,98.3055555555556,247.638888888889,110
macloviana,NH,24102,-117.25,52.75,2,2,-25.6944444444444,109.777777777778,31.6944444444444,7880.75,154.694444444444,-186.611111111111,341.305555555556,73.4444444444444,-77.3888888888889,73.4444444444444,-126.833333333333,608.944444444444,89.4444444444444,27.8611111111111,40.4444444444444,247.638888888889,98.3055555555556,247.638888888889,110
macloviana,NH,23633,-118.25,53.25,2,2,-5.27777777777778,110.333333333333,31.5833333333333,7985.33333333333,173.472222222222,-170.694444444444,344.166666666667,94.7222222222222,-55.5,94.7222222222222,-108.166666666667,596.833333333333,79.8333333333333,31.1944444444444,32.6944444444444,224.944444444444,101.138888888889,224.944444444444,122.388888888889
macloviana,NH,23635,-117.25,53.25,2,2,12.1944444444444,129.527777777778,33.5,8603.5,205.361111111111,-175.583333333333,380.944444444444,118.333333333333,-39.9722222222222,118.333333333333,-101.416666666667,559.472222222222,95.2222222222222,20.6944444444444,54.9722222222222,259.694444444444,74.2777777777778,259.694444444444,81.5833333333333
macloviana,NH,23613,-128.25,53.25,2,2,40.2777777777778,65,28.5,5502.25,165.166666666667,-59.5833333333333,224.75,9.36111111111111,91.2222222222222,112.416666666667,-25.1111111111111,2080.91666666667,294.25,83.6111111111111,41.5555555555556,808.166666666667,269.694444444444,300.527777777778,694.194444444444
macloviana,NH,23633,-118.25,53.25,2,2,-5.27777777777778,110.333333333333,31.5833333333333,7985.33333333333,173.472222222222,-170.694444444444,344.166666666667,94.7222222222222,-55.5,94.7222222222222,-108.166666666667,596.833333333333,79.8333333333333,31.1944444444444,32.6944444444444,224.944444444444,101.138888888889,224.944444444444,122.388888888889
macloviana,NH,23175,-119.75,53.75,2,2,-6.63888888888889,101.833333333333,31.0555555555556,7604.41666666667,164.25,-157.111111111111,321.361111111111,89.9722222222222,-51.9444444444444,89.9722222222222,-101.916666666667,737.416666666667,82.7777777777778,38.6388888888889,20.0555555555556,235.222222222222,144.277777777778,235.222222222222,176.888888888889
macloviana,NH,22719,-119.75,54.25,2,2,3.47222222222222,106.388888888889,30.6666666666667,8158.13888888889,179.972222222222,-160.888888888889,340.861111111111,105.333333333333,-48.1388888888889,105.333333333333,-101.444444444444,659.333333333333,81.8333333333333,32.5833333333333,28.3055555555556,234.694444444444,118.111111111111,234.694444444444,141.25
macloviana,NH,21816,-127.75,55.25,2,2,22.1388888888889,101.222222222222,29.0555555555556,7959.11111111111,199.083333333333,-145.388888888889,344.472222222222,0.611111111111111,8.52777777777778,121.694444444444,-82.6388888888889,594.972222222222,69.2222222222222,23.1111111111111,29.3611111111111,190.805555555556,86.0833333333333,154.055555555556,166.805555555556
macloviana,NH,20561,-120.75,56.75,2,2,5.61111111111111,106.027777777778,23.9722222222222,11493.0833333333,214.944444444444,-220.75,435.694444444444,142.611111111111,-58.7777777777778,142.611111111111,-148.777777777778,457.361111111111,78.4166666666667,21.5555555555556,47.9444444444444,204.055555555556,68.8611111111111,204.055555555556,76.0833333333333
macloviana,NH,20547,-127.75,56.75,2,2,-17.4444444444444,111.055555555556,28.9722222222222,8839.63888888889,173.694444444444,-202.277777777778,375.972222222222,87.0833333333333,-67.6666666666667,93.1388888888889,-132.972222222222,507.694444444444,61.3611111111111,16.0555555555556,30.75,167.416666666667,69.6944444444444,164.972222222222,131.472222222222
macloviana,NH,20127,-122.75,57.25,2,2,-12.5555555555556,108.472222222222,26,10695.8888888889,193.138888888889,-216.444444444444,409.583333333333,118.916666666667,-74.3888888888889,118.916666666667,-153.222222222222,516.555555555556,86.2222222222222,23.5,44.6666666666667,219.388888888889,79.5277777777778,219.388888888889,88.5277777777778
macloviana,NH,20209,-71.25,57.25,2,2,-62.5,81.1666666666667,18,12355.3055555556,147.722222222222,-290.972222222222,438.694444444444,82.2222222222222,-173.25,85,-226.027777777778,569.055555555556,79.5,26.5833333333333,37.9166666666667,219.25,82.9444444444444,206.166666666667,93.5
macloviana,NH,19693,-128.75,57.75,2,2,-28.4722222222222,113.972222222222,29,9367.16666666667,168.166666666667,-218.722222222222,386.888888888889,79.1388888888889,-82.1388888888889,88.0833333333333,-150.722222222222,495.416666666667,64.25,15.6944444444444,32.4722222222222,172.777777777778,68.2777777777778,168.75,118.361111111111
macloviana,NH,19701,-124.75,57.75,2,2,-42.7222222222222,109.722222222222,27,10075.9722222222,161.222222222222,-239.666666666667,400.888888888889,83.5277777777778,-103.583333333333,83.5277777777778,-172.444444444444,492.888888888889,81.1944444444444,16.8611111111111,43.0277777777778,203.972222222222,69.0555555555556,203.972222222222,104.75
macloviana,NH,19693,-128.75,57.75,2,2,-28.4722222222222,113.972222222222,29,9367.16666666667,168.166666666667,-218.722222222222,386.888888888889,79.1388888888889,-82.1388888888889,88.0833333333333,-150.722222222222,495.416666666667,64.25,15.6944444444444,32.4722222222222,172.777777777778,68.2777777777778,168.75,118.361111111111
macloviana,NH,19274,-129.75,58.25,2,2,-28.3055555555556,116.777777777778,29.3888888888889,9526.66666666667,170.75,-220.5,391.25,80.0833333333333,-80.5277777777778,89.7777777777778,-153.166666666667,474.5,62.8055555555556,15.6944444444444,32.5555555555556,170.083333333333,68.8611111111111,162.75,108.527777777778
macloviana,NH,18854,-124.75,58.75,2,2,-33.1111111111111,114.138888888889,26.4722222222222,11062.6388888889,182.305555555556,-241.583333333333,423.888888888889,103.611111111111,-98.9722222222222,103.611111111111,-176.333333333333,483.222222222222,85.6666666666667,16.8888888888889,48.9166666666667,213.361111111111,63.1666666666667,213.361111111111,88.0277777777778
macloviana,NH,18858,-122.75,58.75,2,2,-14.75,125.583333333333,24.8055555555556,13439.3611111111,227.638888888889,-271.777777777778,499.416666666667,145.361111111111,-82.8611111111111,145.361111111111,-195.666666666667,449.388888888889,79.5833333333333,18.5833333333333,52.6666666666667,205.944444444444,59.4166666666667,205.944444444444,63.75
macloviana,NH,18383,-134.25,59.25,2,2,-28.3611111111111,99.1388888888889,28.1666666666667,8342.86111111111,149.555555555556,-197.333333333333,346.888888888889,40.9444444444444,-37.8333333333333,77.5277777777778,-136.888888888889,557.527777777778,62.3611111111111,21.8611111111111,26.7222222222222,182,84.6388888888889,155.194444444444,146.611111111111
macloviana,NH,18380,-135.75,59.25,2,2,1.86111111111111,85.9166666666667,28.0555555555556,7334.16666666667,163.111111111111,-138.527777777778,301.638888888889,-43.1944444444444,48.1388888888889,97.6944444444444,-89.1666666666667,1004.75,149.611111111111,40.9166666666667,38.75,383.083333333333,133.166666666667,167.888888888889,305.361111111111
macloviana,NH,17924,-133.75,59.75,2,2,-13.8333333333333,107.361111111111,26.25,9757.97222222222,182.027777777778,-217.888888888889,399.916666666667,87.1388888888889,-14.25,105.611111111111,-146.111111111111,340.25,41.2777777777778,9.27777777777778,34.0833333333333,120.194444444444,42.9166666666667,108.527777777778,83.6388888888889
macloviana,NH,17918,-136.75,59.75,2,2,-29.6111111111111,102.222222222222,28.4722222222222,8441.69444444445,155.388888888889,-196.888888888889,352.277777777778,-83.8888888888889,14.6388888888889,79.9166666666667,-134.861111111111,793.861111111111,104.416666666667,36.4166666666667,31.4722222222222,284.694444444444,119.305555555556,162.305555555556,236.194444444444
macloviana,NH,17440,-131.25,60.25,2,2,-50.3333333333333,119.916666666667,27.4444444444444,10757.9444444444,163.055555555556,-265.361111111111,428.416666666667,69.8055555555556,-48.3888888888889,83.5277777777778,-190.805555555556,496.25,64.1944444444444,21.3333333333333,25.9444444444444,166.055555555556,85.9166666666667,154.722222222222,116.444444444444
macloviana,NH,17443,-129.75,60.25,2,2,-33.8888888888889,124.75,26.0277777777778,12290.3055555556,195.527777777778,-275.25,470.777777777778,97.9166666666667,-30.1111111111111,114.694444444444,-199.027777777778,539.388888888889,63.3333333333333,22.1944444444444,23.5,169.222222222222,89.6111111111111,161.916666666667,133.888888888889
macloviana,NH,17540,-44.25,60.25,2,2,4.38888888888889,60.2777777777778,30.5555555555556,4707.11111111111,111.027777777778,-83.2222222222222,194.25,1.13888888888889,51.6666666666667,66.6666666666667,-50.3055555555556,1606.11111111111,164.388888888889,107.027777777778,13.3888888888889,457.111111111111,328.944444444444,348.055555555556,430.805555555556
macloviana,NH,17435,-133.75,60.25,2,2,-23.3888888888889,114.222222222222,26.0555555555556,10555.3055555556,186.416666666667,-242.388888888889,428.805555555556,92.6388888888889,-34.2222222222222,104.916666666667,-167.222222222222,286.861111111111,40.6111111111111,6.58333333333333,40.4166666666667,112.138888888889,34.1388888888889,106.805555555556,62.3888888888889
macloviana,NH,17436,-133.25,60.25,2,2,-27,112.722222222222,25.6666666666667,10590.0555555556,183.638888888889,-247.888888888889,431.527777777778,90.0833333333333,-82.4166666666667,102.638888888889,-169.527777777778,321.888888888889,46.4166666666667,8.47222222222222,38.6388888888889,124.805555555556,42.0555555555556,118.027777777778,67.6111111111111
macloviana,NH,17404,-149.25,60.25,2,2,10.9166666666667,69.75,27.75,6326.69444444444,151.305555555556,-96.1111111111111,247.416666666667,17.3055555555556,57.0555555555556,96.9444444444444,-61.25,1172.05555555556,167.777777777778,51.1944444444444,37.25,438.861111111111,169.833333333333,210.694444444444,326.444444444444
macloviana,NH,16888,-150.75,60.75,2,2,17.0294117647059,90.3529411764706,27.9411764705882,8203.76470588235,178.823529411765,-137.970588235294,316.794117647059,75.2941176470588,13.7647058823529,122.058823529412,-85.7647058823529,543.117647058824,94.7647058823529,21,49.1470588235294,242.441176470588,71.2058823529412,151.764705882353,107.764705882353
macloviana,NH,16914,-137.75,60.75,2,2,-41.0833333333333,125.388888888889,28.3888888888889,10848.3611111111,175.222222222222,-260.694444444444,435.916666666667,82.7777777777778,-69.8611111111111,92.6666666666667,-184.583333333333,388.138888888889,52.3888888888889,14.6666666666667,34.5555555555556,140.861111111111,55.8611111111111,137.777777777778,86.1944444444444
macloviana,NH,16870,-159.75,60.75,2,2,-38.3888888888889,86.5277777777778,23.4722222222222,10111.6944444444,152.833333333333,-207.861111111111,360.694444444444,82,-112.111111111111,93.2222222222222,-161.277777777778,532.888888888889,114.972222222222,21.6388888888889,58.9722222222222,256.833333333333,78.9444444444444,221.472222222222,84.9444444444444
macloviana,NH,16406,-138.25,61.25,2,2,-57.4722222222222,118.472222222222,26.6111111111111,11198.2777777778,160.027777777778,-277.361111111111,437.388888888889,82.4166666666667,-124.638888888889,82.4166666666667,-204.027777777778,318.083333333333,59.7222222222222,11.5555555555556,55.5,151.305555555556,41.7222222222222,151.305555555556,50.6388888888889
macloviana,NH,16383,-149.75,61.25,2,2,13.1428571428571,84.0857142857143,25.2857142857143,8684.45714285714,181.057142857143,-145.657142857143,326.714285714286,97.4,11.2571428571429,125.571428571429,-93.9142857142857,483.485714285714,74.9142857142857,18.1714285714286,45.4,203.171428571429,63.3142857142857,160.028571428571,96.8857142857143
macloviana,NH,16416,-133.25,61.25,2,2,-44.3333333333333,121.027777777778,26,11326.4722222222,179.444444444444,-276.861111111111,456.305555555556,89.9722222222222,-104.305555555556,94.9722222222222,-194.722222222222,303.5,53.8333333333333,8.52777777777778,47.8611111111111,129.611111111111,38.5833333333333,129.027777777778,55.0277777777778
macloviana,NH,15331,-142.25,62.25,2,2,-76.1388888888889,117.027777777778,25.1111111111111,12216.3611111111,159.833333333333,-297.777777777778,457.611111111111,79.1944444444444,-143.111111111111,79.1944444444444,-229.444444444444,436.194444444444,85.9166666666667,16.8611111111111,59.3333333333333,212.444444444444,55.8055555555556,212.444444444444,64.4166666666667
macloviana,NH,15325,-145.25,62.25,2,2,-32.9722222222222,124.305555555556,26.0277777777778,12440.6111111111,205.333333333333,-264.888888888889,470.222222222222,121.305555555556,-88.8611111111111,121.305555555556,-193.027777777778,288.472222222222,51.1666666666667,5.77777777777778,58,134.527777777778,27.4166666666667,134.527777777778,47.5277777777778
macloviana,NH,15352,-131.75,62.25,2,2,-62.7222222222222,133.111111111111,25.1111111111111,13189.9166666667,186.777777777778,-330.111111111111,516.888888888889,98.5277777777778,-126.694444444444,98.5277777777778,-235.5,334.194444444444,59.1388888888889,13.25,45.2222222222222,141.25,48,141.25,59.0555555555556
macloviana,NH,15311,-152.25,62.25,2,2,-35.7222222222222,103.111111111111,26.3333333333333,10238.6944444444,168.833333333333,-216.444444444444,385.277777777778,83.6944444444444,-42.0555555555556,99.3333333333333,-159.5,480.25,74.8611111111111,17.6388888888889,41.6666666666667,197.027777777778,67.4722222222222,182.388888888889,94.4166666666667
macloviana,NH,14808,-131.25,62.75,2,2,-67.3333333333333,129.388888888889,24.8611111111111,13365.6666666667,185.694444444444,-328.75,514.444444444444,98.4722222222222,-137.333333333333,98.4722222222222,-240.555555555556,364.305555555556,62.0277777777778,16.2222222222222,42.4444444444444,150.083333333333,54.6111111111111,150.083333333333,65.1666666666667
macloviana,NH,14224,-146.25,63.25,2,2,-71.7222222222222,117.055555555556,24.8333333333333,12561.6111111111,173.083333333333,-290.555555555556,463.638888888889,90.0833333333333,-143.333333333333,90.0833333333333,-226.944444444444,256.777777777778,63.2222222222222,4.63888888888889,88.0555555555556,160.583333333333,21.25,160.583333333333,27.5
macloviana,NH,14226,-145.25,63.25,2,2,-79.75,119.694444444444,25,12543.25,170.333333333333,-297.805555555556,468.138888888889,82.6388888888889,-151.25,82.6388888888889,-233.555555555556,251.472222222222,61.9722222222222,4.94444444444444,88.0833333333333,156.5,22.3333333333333,156.5,27.3888888888889
macloviana,NH,14225,-145.75,63.25,2,2,-63.3055555555556,119.333333333333,24.8888888888889,12741.4166666667,183.833333333333,-287.166666666667,471,99.5833333333333,-133.194444444444,99.5833333333333,-221.888888888889,251.111111111111,60.8888888888889,4.19444444444444,87.9166666666667,155.527777777778,19.2777777777778,155.527777777778,26.2777777777778
macloviana,NH,14220,-148.25,63.25,2,2,-54.1388888888889,104.166666666667,25,10976.3611111111,162.888888888889,-242.694444444444,405.583333333333,89.3333333333333,-83.7777777777778,89.3333333333333,-187.166666666667,368.722222222222,73.5277777777778,10.6666666666667,64.4722222222222,189.277777777778,42.75,189.277777777778,54.25
macloviana,NH,14386,-41.75,63.25,2,2,-9.41666666666667,64.6944444444444,29.4444444444444,5442.66666666667,111.25,-104.833333333333,216.083333333333,-60,47.6944444444444,63.5833333333333,-71.4722222222222,1270.75,129.222222222222,77.0277777777778,16.0833333333333,369.888888888889,244.388888888889,254.027777777778,340.444444444444
macloviana,NH,13643,-148.75,63.75,2,2,-49.6944444444444,108.027777777778,25.5555555555556,11263.3333333333,173.916666666667,-241.916666666667,415.833333333333,97.6111111111111,-109.666666666667,97.6111111111111,-186.138888888889,372.388888888889,77.2777777777778,9.63888888888889,68.5833333333333,197.972222222222,38.8611111111111,197.972222222222,51.8888888888889
macloviana,NH,13643,-148.75,63.75,2,2,-49.6944444444444,108.027777777778,25.5555555555556,11263.3333333333,173.916666666667,-241.916666666667,415.833333333333,97.6111111111111,-109.666666666667,97.6111111111111,-186.138888888889,372.388888888889,77.2777777777778,9.63888888888889,68.5833333333333,197.972222222222,38.8611111111111,197.972222222222,51.8888888888889
macloviana,NH,13649,-145.75,63.75,2,2,-46.6944444444444,113.333333333333,23.7222222222222,12989.5833333333,197.805555555556,-270.944444444444,468.75,118.666666666667,-117.416666666667,118.666666666667,-208.861111111111,280.277777777778,63.5555555555556,5.63888888888889,82.6944444444444,166.388888888889,21.3611111111111,166.388888888889,28.5277777777778
macloviana,NH,13085,-139.25,64.25,2,2,-68.8333333333333,111.916666666667,20.3333333333333,14973.5555555556,203.444444444444,-334.027777777778,537.472222222222,116.805555555556,-154.416666666667,116.805555555556,-264.166666666667,311.944444444444,53.4166666666667,10.6944444444444,51.1944444444444,140.722222222222,35.1944444444444,140.722222222222,48.9444444444444
macloviana,NH,11942,-122.75,65.25,2,2,-69.3333333333333,89.0555555555556,17,15187,194.194444444444,-317.444444444444,511.638888888889,121.583333333333,-194.305555555556,122.111111111111,-262.833333333333,279.75,44.1388888888889,10.7777777777778,47.8055555555556,117.666666666667,34.9166666666667,117.638888888889,39.4166666666667
macloviana,NH,11478,-38.25,65.75,2,2,-25.2962962962963,68,28.8888888888889,5755.25925925926,100.444444444444,-130.703703703704,231.148148148148,-78.962962962963,33.8888888888889,51.5925925925926,-90.962962962963,946.851851851852,98.2222222222222,49.3333333333333,21.0740740740741,286.185185185185,165.666666666667,170.111111111111,278.888888888889
